#  Iter.   M_avg.    U_Bind.    Susc.
    9271  0.196630  0.666660  0.001045
    9281  0.196630  0.666660  0.001045
    9291  0.196631  0.666660  0.001045
    9301  0.196630  0.666660  0.001044
    9311  0.196630  0.666660  0.001044
    9321  0.196629  0.666660  0.001044
    9331  0.196629  0.666660  0.001044
    9341  0.196629  0.666660  0.001044
    9351  0.196630  0.666660  0.001044
    9361  0.196629  0.666660  0.001044
    9371  0.196628  0.666660  0.001044
    9381  0.196629  0.666660  0.001044
    9391  0.196628  0.666660  0.001044
    9401  0.196629  0.666660  0.001044
    9411  0.196629  0.666660  0.001044
    9421  0.196628  0.666660  0.001044
    9431  0.196628  0.666660  0.001044
    9441  0.196628  0.666660  0.001044
    9451  0.196627  0.666660  0.001044
    9461  0.196627  0.666660  0.001044
    9471  0.196626  0.666660  0.001044
    9481  0.196625  0.666660  0.001044
    9491  0.196625  0.666660  0.001044
    9501  0.196625  0.666660  0.001044
    9511  0.196626  0.666660  0.001044
    9521  0.196626  0.666660  0.001044
    9531  0.196625  0.666660  0.001044
    9541  0.196625  0.666660  0.001044
    9551  0.196626  0.666660  0.001044
    9561  0.196626  0.666660  0.001044
    9571  0.196626  0.666660  0.001044
    9581  0.196626  0.666660  0.001044
    9591  0.196626  0.666660  0.001044
    9601  0.196626  0.666660  0.001044
    9611  0.196626  0.666660  0.001044
    9621  0.196626  0.666660  0.001044
    9631  0.196625  0.666660  0.001044
    9641  0.196625  0.666660  0.001044
    9651  0.196625  0.666660  0.001044
    9661  0.196625  0.666660  0.001044
    9671  0.196624  0.666660  0.001044
    9681  0.196624  0.666660  0.001044
    9691  0.196624  0.666660  0.001044
    9701  0.196623  0.666660  0.001044
    9711  0.196623  0.666660  0.001044
    9721  0.196623  0.666660  0.001044
    9731  0.196622  0.666660  0.001044
    9741  0.196621  0.666660  0.001044
    9751  0.196621  0.666660  0.001044
    9761  0.196621  0.666660  0.001044
    9771  0.196621  0.666660  0.001044
    9781  0.196621  0.666660  0.001044
    9791  0.196621  0.666660  0.001044
    9801  0.196621  0.666660  0.001044
    9811  0.196622  0.666660  0.001044
    9821  0.196622  0.666660  0.001044
    9831  0.196622  0.666660  0.001044
    9841  0.196622  0.666660  0.001044
    9851  0.196622  0.666660  0.001044
    9861  0.196622  0.666660  0.001044
    9871  0.196622  0.666660  0.001044
    9881  0.196622  0.666660  0.001044
    9891  0.196622  0.666660  0.001044
    9901  0.196622  0.666660  0.001043
    9911  0.196623  0.666660  0.001043
    9921  0.196622  0.666660  0.001043
    9931  0.196623  0.666660  0.001043
    9941  0.196622  0.666660  0.001043
    9951  0.196623  0.666660  0.001043
    9961  0.196623  0.666660  0.001043
    9971  0.196622  0.666660  0.001043
    9981  0.196623  0.666660  0.001043
    9991  0.196623  0.666660  0.001043
    9001  0.198331  0.666665  0.000500
    9011  0.198331  0.666665  0.000500
    9021  0.198331  0.666665  0.000500
    9031  0.198331  0.666665  0.000500
    9041  0.198330  0.666665  0.000500
    9051  0.198330  0.666665  0.000500
    9061  0.198330  0.666665  0.000500
    9071  0.198330  0.666665  0.000500
    9081  0.198329  0.666665  0.000500
    9091  0.198329  0.666665  0.000500
    9101  0.198329  0.666665  0.000500
    9111  0.198330  0.666665  0.000500
    9121  0.198330  0.666665  0.000500
    9131  0.198330  0.666665  0.000500
    9141  0.198330  0.666665  0.000500
    9151  0.198330  0.666665  0.000500
    9161  0.198330  0.666665  0.000500
    9171  0.198331  0.666665  0.000500
    9181  0.198331  0.666665  0.000501
    9191  0.198331  0.666665  0.000501
    9201  0.198331  0.666665  0.000501
    9211  0.198331  0.666665  0.000501
    9221  0.198331  0.666665  0.000501
    9231  0.198332  0.666665  0.000501
    9241  0.198331  0.666665  0.000501
    9251  0.198331  0.666665  0.000501
    9261  0.198331  0.666665  0.000501
    9271  0.198330  0.666665  0.000501
    9281  0.198330  0.666665  0.000501
    9291  0.198330  0.666665  0.000501
    9301  0.198330  0.666665  0.000501
    9311  0.198329  0.666665  0.000501
    9321  0.198329  0.666665  0.000501
    9331  0.198329  0.666665  0.000501
    9341  0.198330  0.666665  0.000501
    9351  0.198330  0.666665  0.000501
    9361  0.198330  0.666665  0.000501
    9371  0.198330  0.666665  0.000501
    9381  0.198330  0.666665  0.000501
    9391  0.198330  0.666665  0.000501
    9401  0.198330  0.666665  0.000501
    9411  0.198330  0.666665  0.000501
    9421  0.198330  0.666665  0.000501
    9431  0.198330  0.666665  0.000501
    9441  0.198331  0.666665  0.000501
    9451  0.198331  0.666665  0.000501
    9461  0.198331  0.666665  0.000501
    9471  0.198331  0.666665  0.000501
    9481  0.198331  0.666665  0.000501
    9491  0.198331  0.666665  0.000501
    9501  0.198330  0.666665  0.000501
    9511  0.198330  0.666665  0.000501
    9521  0.198330  0.666665  0.000501
    9531  0.198331  0.666665  0.000501
    9541  0.198331  0.666665  0.000501
    9551  0.198331  0.666665  0.000501
    9561  0.198331  0.666665  0.000501
    9571  0.198332  0.666665  0.000501
    9581  0.198331  0.666665  0.000501
    9591  0.198332  0.666665  0.000501
    9601  0.198332  0.666665  0.000501
    9611  0.198332  0.666665  0.000501
    9621  0.198332  0.666665  0.000501
    9631  0.198332  0.666665  0.000501
    9641  0.198331  0.666665  0.000501
    9651  0.198331  0.666665  0.000501
    9661  0.198331  0.666665  0.000501
    9671  0.198331  0.666665  0.000501
    9681  0.198331  0.666665  0.000501
    9691  0.198331  0.666665  0.000501
    9701  0.198331  0.666665  0.000501
    9711  0.198331  0.666665  0.000501
